x,z,spin_rate,release_velo,pitch_type,bats,release_x,release_y,release_z,pfx_x,pfx_z,extension,throws,bs_count,pitch_result,game_state,ump,pitcherid,catcherid,all_star
13.1522223,36.39400235,2334.907901,97.65167675,NA,R,-1.39,53.56,5.64,-1.78,8.47,6.941,R,0-0,ball,---:1,41,3,4,before
4.295144013,30.73074153,1915.054869,90.33724162,NA,R,-1.3,53.41,5.53,-7.45,0.29,7.09,R,Jan-00,called_strike,---:1,41,3,4,before
17.3872996,44.90203143,2324.84515,92.65756801,NA,R,-1.29,53.89,5.6,1.43,3.04,6.611,R,1-Jan,ball,---:1,41,3,4,before
-4.729621253,45.06141516,2445.650358,97.77945885,NA,R,-1.39,53.81,5.65,-1.62,9.17,6.691,R,0-0,ball,---:2,41,3,4,before
16.51113941,11.21001086,2403.653679,93.87170098,NA,R,-1.29,53.46,5.64,0.33,4.65,7.037,R,Jan-00,ball,---:2,41,3,4,before
2.949158135,26.98812404,1802.493813,90.75910312,NA,R,-1.28,53.23,5.55,-8.68,0.87,7.273,R,Feb-00,called_strike,---:2,41,3,4,before
28.15103951,20.12352395,2488.782197,93.46984091,NA,R,-1.22,53.59,5.59,0.76,3.74,6.912,R,2-Feb,ball,---:2,41,3,4,before
15.96192248,29.32706049,2344.475402,95.88972423,NA,R,-1.33,53.84,5.59,-2.1,9.64,6.663,R,0-0,ball,---:0,41,3,4,before
21.69767334,28.89732461,2407.719411,91.28849967,NA,R,-1.37,54.08,5.6,2.55,4.07,6.419,R,Jan-00,ball,---:0,41,3,4,before
-10.99327544,28.13690827,2368.68786,96.55733465,NA,R,-1.48,53.92,5.6,-1.08,10.88,6.577,R,1-Feb,ball,---:0,41,3,4,before
-5.8957823,38.63815856,2282.780959,97.22984092,NA,L,-1.31,53.78,5.61,-1.8,9.99,6.722,R,0-0,ball,1--:1,41,3,4,before
6.648264884,50.86623579,2430.039812,97.72009477,NA,L,-1.14,53.6,5.54,-3.12,8.77,6.896,R,2-Jan,ball,1--:1,41,3,4,before
20.56640625,13.35302374,1735.709654,90.53287737,NA,R,-1.08,53.68,5.49,-9.52,1.24,6.82,R,0-0,ball,1--:2,41,3,4,before
7.691059244,38.26630575,2400.227791,92.4819955,NA,R,-1.41,53.61,5.5,1.53,4.19,6.889,R,Jan-00,called_strike,1--:2,41,3,4,before
-11.25778205,17.77231347,2303.500524,97.51894767,FF,L,-1.15,53.37,5.66,-3.75,9.17,7.126,R,0-0,ball,---:1,8,3,10,before
-17.03822241,38.36329721,2368.261539,97.83025051,FF,L,-1.17,53.76,5.65,-1.97,9.64,6.742,R,1-Jan,ball,---:1,8,3,10,before
-15.34660802,48.46878715,2418.423105,99.01076847,FF,L,-1.2,53.79,5.61,-2.93,8.14,6.706,R,2-Feb,ball,---:1,8,3,10,before
-1.656686044,16.92857185,2371.920605,99.37920387,FF,L,-1.13,53.92,5.58,-3.29,10.07,6.578,R,0-0,called_strike,---:2,8,3,10,before
-14.12420583,34.96567413,2258.411707,99.3990488,FF,L,-1.22,53.94,5.54,-2.41,8.77,6.563,R,0-1,ball,---:2,8,3,10,before
-15.45678686,34.28356947,2386.010425,99.17047169,FF,L,-1.12,54,5.66,-3.1,9.64,6.501,R,1-Jan,ball,---:2,8,3,10,before
2.064728938,25.34410908,1779.112088,92.64172037,CH,L,-0.89,53.37,5.61,-8.23,2.28,7.127,R,1-Feb,called_strike,---:2,8,3,10,before
-9.693764624,27.03820546,2398.650412,98.21211536,FF,R,-1.15,53.64,5.55,-2.35,8.85,6.861,R,0-0,called_strike,1--:2,8,3,10,before
-4.847422718,53.28176655,2269.922147,97.73901771,FF,L,-1.09,53.45,5.7,-3.02,9.06,7.046,R,0-0,ball,-2-:0,8,3,10,before
2.353061136,27.24004295,1696.989352,91.95723486,CH,L,-1.19,53.53,5.62,-7.14,3.3,6.974,R,Jan-00,called_strike,-2-:0,8,3,10,before
-1.081888521,42.79324844,2358.762356,93.46121011,SL,L,-1.18,53.5,5.63,2.69,4.66,6.999,R,1-Jan,ball,-2-:0,8,3,10,before
-5.470381569,29.63705153,2658.735651,84.40002286,CB,L,-1.04,54.16,5.74,3.55,-1.72,6.345,R,1-Feb,called_strike,-2-:0,8,3,10,before
16.53573836,25.05648008,2431.655206,92.69970323,SL,R,-1.07,53.56,5.51,1.92,3.19,6.935,R,0-2,ball,#VALUE!,8,3,10,before
5.890961878,40.15047075,2395.61256,98.00856246,FF,R,-1.19,53.56,5.58,-2.01,8.19,6.939,R,0-0,called_strike,---:2,8,3,10,before
2.232933872,29.85679402,2547.439043,93.77052595,SL,R,-1.24,53.37,5.65,1.19,6.63,7.132,R,0-1,called_strike,---:2,8,3,10,before
-0.118623859,35.84475494,1551.426634,89.49033019,CH,R,-0.93,53.41,5.66,-8.53,1.99,7.089,R,0-0,called_strike,---:0,8,3,10,before
15.83949428,26.31649126,2490.750844,93.361748,SL,R,-1.12,53.68,5.61,1,4.58,6.816,R,0-1,ball,---:0,8,3,10,before
20.05162388,25.89577301,1741.60636,90.74023737,CH,R,-0.76,53.2,5.6,-9.57,3.49,7.304,R,2-Jan,ball,---:0,8,3,10,before
14.49719272,11.82136557,1795.94686,90.95159462,CH,R,-0.95,53.15,5.55,-9.44,2.56,7.349,R,2-Feb,ball,---:0,8,3,10,before
-6.263849481,32.18457082,2215.05015,92.84060746,SL,L,-1.13,54.05,5.63,2.3,3.2,6.453,R,0-0,called_strike,-2-:0,8,3,10,before
-13.03425125,24.64543371,2238.343228,97.60865235,FT,L,-1.11,53.68,5.55,-7.34,6.46,6.822,R,0-1,ball,-2-:0,8,3,10,before
22.60663309,37.23770725,2383.292715,93.74979738,SL,L,-1.1,53.58,5.52,1.62,4.65,6.924,R,0-0,ball,#VALUE!,8,3,10,before
8.955336697,42.94596769,2403.947053,92.69058952,SL,L,-1.05,53.83,5.55,1.29,4.08,6.67,R,Jan-00,ball,#VALUE!,8,3,10,before
10.99218765,10.74215046,1668.804024,91.31987404,CH,R,-0.82,53.23,5.59,-9.22,1.33,7.269,R,0-0,ball,1-3:1,8,3,10,before
1.799785896,19.13867115,1711.290623,90.37260859,CH,R,-0.93,53.26,5.55,-9.67,1.69,7.243,R,Jan-00,ball,1-3:1,8,3,10,before
12.45858147,26.05144489,2440.320054,98.17020323,FF,R,-0.95,53.5,5.65,-3.96,10.12,7.001,R,Feb-00,called_strike,1-3:1,8,3,10,before
9.15706085,42.62715523,2428.775142,97.43062023,FF,L,-0.98,53.46,5.59,-2.91,8.29,7.037,R,0-0,called_strike,#VALUE!,8,3,10,before
1.763994711,48.45692929,2451.876675,97.81810342,FF,L,-0.98,53.53,5.58,-3.15,8.46,6.971,R,0-1,ball,#VALUE!,8,3,10,before
5.928387694,47.93935348,2378.398168,96.89918929,FF,L,-0.9,53.17,5.63,-2.91,6.43,7.332,R,2-Jan,ball,#VALUE!,8,3,10,before
-8.291616961,41.36698298,2422.20295,92.69001846,FF,L,-1.18,53.56,5.65,2.6,4.45,6.943,R,2-Feb,called_strike,#VALUE!,8,3,10,before
9.072557372,23.13975594,2372.087925,97.46923113,FF,R,-1.11,53.38,5.58,-4.78,8.76,7.121,R,0-0,called_strike,---:1,8,3,10,before
15.62538399,22.92080162,2410.649885,93.75275505,SL,R,-1.22,53.64,5.57,1.8,5.81,6.864,R,0-2,ball,---:1,8,3,10,before
3.598377869,36.92444397,2267.87932,95.79024163,FF,R,-1.16,53.49,5.64,-2.84,8.36,7.011,R,0-0,called_strike,---:0,8,3,10,before
6.334990426,18.91560105,2187.345274,96.13833183,FT,R,-1.12,53.44,5.59,-8.35,5.25,7.063,R,0-0,ball,1--:0,8,3,10,before
-11.32583441,37.54902949,2269.400025,96.74283122,FF,R,-1.17,53.69,5.55,-2,8.84,6.805,R,1-Jan,ball,1--:0,8,3,10,before
-24.57609154,53.00244202,2217.77815,96.45759181,FT,L,-1.28,53.84,5.61,-6.7,7.27,6.66,R,0-0,ball,1--:1,8,3,10,before
-21.21399991,43.92007547,1625.547353,89.77204681,CH,L,-1.1,53.59,5.59,-6.92,1.48,6.905,R,0-0,ball,1--:2,8,3,10,before
-8.426089598,27.82749785,2409.404764,92.64802387,SL,L,-1.11,53.82,5.6,1.38,4.77,6.677,R,Jan-00,called_strike,1--:2,8,3,10,before
16.81168601,38.01476531,2483.647064,92.95837442,SL,L,-1.14,53.8,5.56,0.75,4.04,6.7,R,1-Jan,ball,1--:2,8,3,10,before
-12.47071897,55.81204682,2424.621139,98.90199639,FF,L,-1.01,53.8,5.61,-2.93,8.27,6.705,R,2-Feb,ball,1--:2,8,3,10,before
15.58823212,18.32168361,2393.224043,91.81078736,SL,L,-0.91,53.43,5.65,1.15,2.44,7.073,R,2-Mar,ball,1--:2,8,3,10,before
-12.63594294,41.14742207,2284.084136,96.23887448,FF,R,-1.12,53.2,5.54,-2.72,8.65,7.296,R,0-0,ball,12-:2,8,3,10,before
18.63752847,24.7810161,2419.231545,91.28355139,SL,R,-0.91,53.53,5.59,1.84,2.09,6.975,R,Jan-00,ball,12-:2,8,3,10,before
-11.62704646,44.98908851,1658.861643,89.79905781,CH,R,-1.02,53.16,5.48,-7.43,1.56,7.34,R,Feb-00,ball,12-:2,8,3,10,before
-11.364899,59.64183188,1572.45124,89.39267515,CH,L,-1.08,53.51,5.59,-7.67,0.88,6.989,R,0-0,ball,---:1,8,3,10,before
-3.972538662,33.90132955,2473.081769,92.13847511,SL,L,-1.34,53.59,5.62,1.42,3.76,6.906,R,Jan-00,called_strike,---:1,8,3,10,before
18.04686875,5.553995446,2464.140252,92.09937159,SL,L,-1.12,53.74,5.66,1.24,4.3,6.765,R,2-Jan,ball,---:1,8,3,10,before
1.142146086,4.521728122,2492.247317,93.03732405,SL,L,-1.23,53.57,5.6,0.6,4.7,6.935,R,2-Feb,ball,---:1,8,3,10,before
18.11769288,16.27080761,2502.476842,92.20774208,SL,R,-1.14,53.8,5.6,1.35,3.49,6.701,R,0-1,ball,---:2,8,3,10,before
-1.906567347,17.64102116,2390.174239,96.97658076,FF,L,-1.11,53.31,5.53,-5.3,9.39,7.191,R,0-0,called_strike,1--:2,8,3,10,before
-15.86393314,42.02043741,2376.670799,92.46249148,SL,L,-1.08,54,5.69,3.3,1.93,6.505,R,0-2,ball,1--:2,8,3,10,before
-11.91514043,30.40925321,2309.657615,92.52104544,SL,L,-1.21,53.7,5.64,1.75,4.49,6.797,R,2-Jan,ball,1--:2,8,3,10,before
-5.556027486,28.44260057,2289.383595,98.16949896,FF,R,-1.24,53.49,5.56,-3.21,9.07,7.012,R,0-0,called_strike,---:0,11,3,4,before
-16.29654388,32.04069419,2345.381248,99.98911154,FF,L,-1.51,53.78,5.53,-3.87,8.09,6.725,R,0-2,ball,---:1,11,3,4,before
20.68757473,14.27939199,2501.60651,93.68122524,SL,L,-1.15,53.82,5.55,0.14,3.72,6.675,R,2-Jan,ball,---:1,11,3,4,before
-14.50752431,26.66421796,2408.908263,99.42974899,FF,L,-1.28,53.79,5.56,-2.61,8.78,6.711,R,2-Feb,ball,---:1,11,3,4,before
-11.3403071,34.76106335,2457.127183,95.34315736,SL,L,-1.35,53.69,5.66,0.36,3.47,6.808,R,2-Mar,called_strike,---:1,11,3,4,before
3.201778774,31.25884861,2324.964913,98.71077684,FF,R,-1.21,53.64,5.44,-4.27,8.7,6.858,R,0-0,called_strike,---:2,11,3,4,before
26.72368106,27.56428821,2415.129908,93.12906691,SL,R,-1.13,53.68,5.62,2.2,2.55,6.824,R,0-2,ball,---:0,11,3,4,before
20.97382911,-5.581101602,2444.096391,93.63779258,SL,L,-1.1,53.52,5.65,2.86,4.17,6.976,R,0-2,ball,---:1,11,3,4,before
11.666485,23.13657793,2320.193563,93.41002202,SL,L,-1.27,53.7,5.59,1.97,3.53,6.803,R,2-Jan,ball,---:1,11,3,4,before
1.103156015,51.82857648,2261.073762,97.77071012,FF,L,-1.21,53.71,5.57,-3.53,8.7,6.788,R,0-2,ball,---:2,11,3,4,before
16.46211448,24.04619738,2298.390292,96.67974028,FF,R,-1.16,53.5,5.62,-2.8,9.69,6.996,R,0-0,ball,---:0,11,3,4,before
22.2852135,27.05985797,2356.489837,93.09071195,SL,R,-1.11,53.82,5.6,1.75,3.82,6.683,R,2-Jan,ball,---:0,11,3,4,before
-1.766405843,26.80666663,2362.77687,97.75150387,FF,R,-1.2,53.62,5.48,-4.26,9.46,6.88,R,0-0,called_strike,---:1,11,3,4,before
-5.592992144,44.31729271,2547.480778,85.87997448,CB,R,-1.26,54.01,5.6,2.99,-1.83,6.492,R,0-1,ball,---:1,11,3,4,before
5.403072307,45.34863685,2449.21383,93.38846443,SL,R,-1.28,53.72,5.6,1.99,3.53,6.785,R,2-Jan,ball,---:1,11,3,4,before
18.28870497,26.81963304,2401.974122,98.19273688,FF,R,-1.04,53.52,5.6,-3.57,8.27,6.981,R,2-Feb,ball,---:1,11,3,4,before
5.520052126,43.48876642,2259.625218,97.66120743,FF,R,-1.15,53.49,5.53,-3.95,7.7,7.01,R,2-Mar,ball,---:1,11,3,4,before
-8.377200781,21.74332637,2339.727187,98.44898309,FF,R,-1.23,53.45,5.49,-4.07,9.18,7.054,R,0-0,called_strike,1--:1,11,3,4,before
17.33018645,24.68182529,2441.697419,93.00937667,SL,R,-1.03,53.74,5.51,1.41,4.63,6.758,R,0-1,ball,1--:1,11,3,4,before
-21.94879381,37.94444397,2307.638935,97.64026721,FF,L,-1.31,53.67,5.6,-2.93,10.24,6.828,R,0-1,ball,---:0,11,3,4,before
-17.43969864,17.61395561,NA,92.23180468,CH,L,-1.2,53.37,5.53,-10.14,2.08,7.13,R,2-Jan,ball,---:0,11,3,4,before
-7.870332472,10.85911118,1622.656996,92.09851974,CH,L,-1.02,53.33,5.47,-9.21,4.01,7.166,R,2-Feb,ball,---:0,11,3,4,before
22.88413748,20.50695512,2461.129344,93.73079561,SL,R,-1.13,53.68,5.45,0.22,3.63,6.821,R,0-0,ball,---:1,11,3,4,before
24.94680926,23.79928334,2484.675963,92.58935217,SL,R,-1.09,53.89,5.49,0.54,4.21,6.606,R,1-Jan,ball,---:1,11,3,4,before
11.44600376,33.37157351,2440.46909,93.36146497,SL,R,-1.14,53.83,5.49,0.6,3.57,6.671,R,1-Feb,called_strike,---:1,11,3,4,before
13.81135652,24.87562992,2429.164441,94.05857905,SL,L,-1.33,53.81,5.54,-0.79,5.68,6.687,R,0-0,ball,---:1,11,3,4,before
4.533723046,13.64331484,1629.783822,91.22928884,CH,L,-1.3,53.7,5.48,-6.42,3.47,6.802,R,Jan-00,ball,---:1,11,3,4,before
6.456256404,45.25189273,2419.894052,93.72069605,SL,L,-1.31,53.71,5.53,-1.01,2.14,6.792,R,1-Feb,ball,---:1,11,3,4,before
15.22553365,29.04185349,2485.972461,92.05083316,SL,R,-1.29,53.94,5.52,2.18,3.38,6.563,R,0-0,ball,---:1,11,3,4,before
-10.3321511,30.92230608,2361.725295,97.02957291,FF,R,-1.27,53.19,5.45,-4.29,8.67,7.307,R,1-Jan,called_strike,---:1,11,3,4,before
20.30313044,17.80698943,2433.991422,93.41947852,SL,R,-1.17,53.48,5.51,1.17,4.62,7.016,R,2-Jan,ball,---:1,11,3,4,before
15.0111567,8.218104578,2463.565833,92.68046493,SL,R,-1.19,53.51,5.55,1.16,5.23,6.985,R,2-Feb,ball,---:1,11,3,4,before
-14.3637015,53.90342122,1464.366286,89.39855394,CH,R,-1.18,53.44,5.51,-6.8,1.05,7.065,R,2-Mar,ball,---:1,11,3,4,before
-14.92833762,36.53862918,2322.204742,96.81239903,FF,R,-1.17,53.66,5.49,-4.38,9.4,6.84,R,0-0,ball,1--:1,11,3,4,before
14.66515196,21.58478044,2297.451312,92.23980674,SL,R,-1.05,53.43,5.4,0.5,4.49,7.075,R,1-Jan,ball,1--:1,11,3,4,before
9.849722359,37.40602148,2368.786429,94.00862399,SL,L,-1.11,53.7,5.47,0.96,3.18,6.804,R,0-0,called_strike,1--:2,11,3,4,before
13.31941372,28.19006838,2430.50214,93.46163548,SL,L,-1.06,53.62,5.48,2.54,4.57,6.879,R,0-2,ball,1--:2,11,3,4,before
-14.91260849,60.6005513,2306.410153,95.88982672,FF,R,-1.32,53.54,5.56,-4.52,8.13,6.963,R,0-0,ball,---:0,11,3,4,before
14.00425219,39.82836451,2462.170913,92.64183822,SL,R,-1.16,53.75,5.63,0.88,2.94,6.747,R,Jan-00,ball,---:0,11,3,4,before
16.88332964,32.7808636,2549.794411,92.68094263,SL,R,-1.21,53.66,5.57,-0.45,3.61,6.845,R,Feb-00,ball,---:0,11,3,4,before
-18.09646783,46.65644988,2339.463386,97.16907039,FF,R,-1.31,53.68,5.49,-4.37,9.08,6.818,R,Mar-00,ball,---:0,11,3,4,before
7.556753583,25.0650071,2419.274557,91.87820745,SL,R,-1.05,53.62,5.52,-0.86,3.88,6.878,R,0-0,called_strike,1--:0,11,3,4,before
4.704339736,40.93290111,2244.566525,93.73811563,SL,L,-1.12,53.89,5.46,0.44,4.33,6.614,R,0-0,called_strike,-23:0,11,3,4,before
12.86674281,40.65769771,2351.577465,92.83994281,SL,L,-1.16,53.95,5.48,1.22,4.13,6.55,R,0-0,ball,#VALUE!,11,3,4,before
8.588954557,44.36456184,2247.536877,93.27047234,SL,L,-1.1,53.73,5.44,-0.45,3.73,6.765,R,0-1,ball,#VALUE!,11,3,4,before
13.85811785,23.66657962,2388.901331,96.98172227,FF,R,-1,53.52,5.76,-5.99,10.06,6.985,R,0-1,ball,---:0,11,3,4,after
4.693336101,31.50248119,2359.893827,96.02911394,FF,R,-1.12,53.66,5.67,-5.6,10.83,6.836,R,0-0,called_strike,---:1,11,3,4,after
8.485770263,28.18655164,2390.911924,96.45926096,FF,R,-1.02,53.56,5.66,-4.89,10.6,6.944,R,0-0,called_strike,---:2,11,3,4,after
14.03068565,34.60810393,2344.669814,96.57281296,FF,L,-1,53.45,5.65,-4.51,10.24,7.045,R,0-0,ball,1--:2,11,3,4,after
8.279021132,49.58186072,2303.026162,90.71127681,SL,L,-1.18,53.73,5.68,2.32,2.15,6.774,R,Jan-00,ball,1--:2,11,3,4,after
8.86997022,36.13495775,2376.854378,94.898739,FF,R,-0.96,53.95,5.78,-5.15,10.31,6.546,R,0-0,called_strike,---:0,11,3,4,after
15.03821147,33.96037021,2554.103499,91.94123496,SL,R,-1.16,53.85,5.76,-0.06,3.89,6.651,R,0-2,ball,---:1,11,3,4,after
15.06315522,20.68759312,2549.660984,91.41839913,SL,R,-1.13,53.77,5.75,0.53,3.72,6.733,R,2-Jan,ball,---:1,11,3,4,after
9.64594486,25.48724288,2467.679668,91.92923297,SL,R,-1.09,53.78,5.71,0.6,3.48,6.724,R,2-Feb,called_strike,---:1,11,3,4,after
2.939094788,40.4966443,2405.265879,91.06967896,SL,L,-1.14,53.71,5.68,0.93,2.88,6.787,R,0-0,called_strike,---:2,11,3,4,after
3.721536456,23.63934833,2382.3685,96.68043019,FF,R,-1.06,53.86,5.71,-4.3,10.06,6.641,R,0-0,called_strike,---:0,11,3,4,after
-1.066674365,30.38386521,2344.128675,96.29157077,FF,R,-1.17,53.51,5.73,-4.89,9.73,6.986,R,0-0,called_strike,---:1,11,3,4,after
13.22359953,23.89094746,2570.714598,91.74039216,SL,R,-1.09,53.7,5.68,0.13,4.32,6.802,R,0-1,ball,---:1,11,3,4,after
8.595004835,22.536804,2360.945399,96.11641929,FF,R,-1.04,53.88,5.7,-5.36,10.52,6.615,R,1-Jan,called_strike,---:1,11,3,4,after
24.92575029,9.28744041,2481.259592,91.74247696,SL,R,-1,53.8,5.74,1.2,4,6.7,R,2-Jan,ball,---:1,11,3,4,after
12.60193975,22.26203329,2523.651877,92.80218669,SL,R,-1.03,53.76,5.78,-0.2,4.96,6.738,R,0-0,ball,---:2,11,3,4,after
-9.661794194,19.5580315,2436.221686,96.84125166,FF,R,-1.08,53.82,5.69,-5.74,10.98,6.681,R,Jan-00,ball,---:2,11,3,4,after
10.96511779,16.13849628,1650.225077,90.2000358,CH,R,-0.93,53.83,5.67,-7.27,3.79,6.667,R,2-Feb,ball,---:2,11,3,4,after
16.99209044,30.4585728,2553.752499,90.95942421,SL,R,-1.15,54.1,5.74,2.21,6.03,6.401,R,0-1,ball,---:0,11,3,4,after
13.59505507,25.23791734,2578.811353,96.25949462,FF,R,-1.07,54.02,5.64,-3.91,8.94,6.481,R,1-Jan,ball,---:0,11,3,4,after
17.73842361,30.4574428,2621.984754,91.86125532,SL,R,-1.19,54.09,5.66,1.97,5.73,6.406,R,0-0,ball,---:1,11,3,4,after
-19.17788892,29.23109252,2342.252898,97.34976934,FF,R,-1.15,54.06,5.65,-5.4,9.15,6.437,R,1-Jan,ball,---:1,11,3,4,after
20.73748805,17.19543762,2364.68428,93.43087041,SL,L,-1.08,54.06,5.7,0.1,4.94,6.443,R,0-0,ball,---:2,11,3,4,after
15.05703655,47.95181435,2484.478425,97.94134151,FF,L,-1.03,53.68,5.65,-4.54,8.92,6.822,R,2-Jan,ball,---:2,11,3,4,after
12.23132781,39.08511182,2436.838285,96.72246159,FF,R,-1.15,53.59,5.76,-5.53,10.66,6.914,R,0-1,ball,---:0,11,3,4,after
-7.738571626,31.9911062,2427.779212,96.73978102,FF,R,-0.97,53.57,5.72,-4.39,11.03,6.931,R,1-Jan,ball,---:0,11,3,4,after
17.0890799,36.50369758,2634.197747,91.25136232,SL,R,-1.12,54.05,5.76,0.59,4.31,6.45,R,1-Feb,ball,---:0,11,3,4,after
8.794635882,22.37921919,2401.954466,96.87283198,FF,R,-1.13,53.79,5.61,-4.09,10.58,6.713,R,0-0,called_strike,---:1,11,3,4,after
16.860688,22.47470469,2578.588849,92.51892365,SL,R,-1.07,54.07,5.72,1.23,4.3,6.433,R,0-1,ball,---:1,11,3,4,after
8.781714247,21.53733604,2454.61535,96.34008846,FF,R,-1.01,53.57,5.65,-4.64,10.09,6.925,R,0-0,called_strike,1--:2,11,3,4,after
13.47707188,31.37993573,2402.197137,96.17166849,FF,R,-0.84,53.59,5.64,-3.62,10.42,6.908,R,0-1,ball,1--:2,11,3,4,after
13.57381458,46.87095506,2392.646341,91.09144787,SL,L,-1.15,54.08,5.75,0.75,3.46,6.416,R,0-0,ball,---:0,11,3,4,after
1.453675767,25.6695057,2417.013417,96.51131497,FF,L,-1.2,53.99,5.68,-6.06,10.57,6.514,R,Jan-00,called_strike,---:0,11,3,4,after
16.71469718,29.79521192,2544.960553,91.12063161,SL,L,-1.18,54.17,5.78,0.56,5.86,6.331,R,1-Jan,ball,---:0,11,3,4,after
14.20507159,36.42041718,2508.203208,90.56380623,SL,L,-1.18,54.24,5.78,0.95,5.19,6.262,R,1-Feb,ball,---:0,11,3,4,after
-2.436415262,22.47718737,2382.034843,94.39938558,FF,L,-1.12,54.06,5.71,-5.17,10.07,6.438,R,1-Mar,called_strike,---:0,11,3,4,after
-13.81357656,21.78996479,2284.15411,94.16002223,FF,L,-1.28,53.95,5.71,-4.04,9.93,6.546,R,2-Mar,ball,---:0,11,3,4,after
6.626683134,19.57186169,2426.101718,97.01204712,FF,R,-1.04,53.75,5.68,-3.7,10.89,6.75,R,0-2,ball,1--:0,11,3,4,after
-11.21792556,53.78085325,2339.886229,96.17935219,FF,R,-0.97,53.61,5.67,-3.83,9.85,6.893,R,2-Jan,ball,1--:0,11,3,4,after
14.12156866,25.82254954,2419.636662,95.97043342,FF,R,-0.99,53.73,5.74,-4.41,10.17,6.773,R,0-0,ball,1--:2,11,3,4,after
13.10704995,38.35051253,2410.114591,91.83233222,SL,L,-1.07,53.87,5.72,1.71,4.47,6.628,R,0-0,ball,12-:2,11,3,4,after
10.37873162,38.36267655,2318.315528,91.33007775,SL,L,-1.03,53.8,5.7,1.25,3.81,6.703,R,Jan-00,called_strike,12-:2,11,3,4,after
22.80041192,26.89208164,2409.579366,91.05287625,SL,L,-0.92,53.76,5.71,1.61,3.48,6.742,R,1-Jan,ball,12-:2,11,3,4,after
8.411641207,16.13824029,1729.542195,87.51946002,CH,L,-0.89,53.42,5.66,-9.14,4.34,7.075,R,1-Feb,ball,12-:2,11,3,4,after
18.8283402,14.65327162,2438.842428,91.58003368,SL,R,-1.08,54,5.79,0.74,6.78,6.496,R,0-0,ball,---:0,11,3,4,after
8.541894895,15.85239724,2514.711969,91.37126246,SL,R,-1.07,54.09,5.78,0.75,6.24,6.408,R,Jan-00,ball,---:0,11,3,4,after
14.02768656,19.94440972,2451.480434,92.19950009,SL,R,-1.21,54.05,5.72,0.88,5.56,6.447,R,0-0,ball,---:1,11,3,4,after
5.625410543,19.86104805,2431.886156,97.0190776,FF,R,-1.09,53.8,5.62,-6.17,9.9,6.698,R,1-Jan,called_strike,---:1,11,3,4,after
20.69844407,20.09990046,2554.716775,92.07980753,SL,L,-1.16,54.06,5.7,0.42,6.16,6.437,R,0-0,ball,---:2,11,3,4,after
9.152652487,29.05109668,2385.580422,91.55963951,CH,R,-0.96,53.77,5.67,-1.73,6.29,6.728,R,0-1,called_strike,1--:2,11,3,4,after
1.514627394,18.67383826,2364.023103,96.49816204,FF,R,-1.03,53.27,5.65,-3.13,10.82,7.235,R,0-1,called_strike,---:0,28,3,10,after
-4.309979216,9.973744256,1675.832853,91.20017324,CH,L,-1.08,53.19,5.57,-7.19,5.77,7.314,R,0-1,ball,-2-:0,28,3,10,after
-2.076931697,52.83420161,2456.286372,96.64068485,FF,L,-1.14,53.61,5.66,-2.71,11.15,6.89,R,1-Jan,ball,-2-:0,28,3,10,after
19.41447091,14.42607712,2419.644154,91.74129702,SL,L,-1.05,53.5,5.67,0.41,3.48,7.002,R,2-Feb,ball,-2-:0,28,3,10,after
5.674642918,35.41243727,2293.94619,91.3190211,SL,R,-1.13,53.72,5.76,1.7,4.89,6.783,R,0-0,called_strike,1--:1,28,3,10,after
6.454702782,24.99664157,2391.323613,96.74799725,FF,R,-1.09,53.6,5.77,-5.62,10.99,6.899,R,0-1,called_strike,1--:1,28,3,10,after
14.90301079,13.8843228,2399.041454,97.31926334,FF,R,-1.01,53.61,5.74,-5.03,10.23,6.894,R,0-2,ball,1--:1,28,3,10,after
18.32543615,30.98383709,2365.895889,92.34983455,SL,R,-0.92,53.43,5.71,0.77,4.67,7.066,R,2-Jan,ball,1--:1,28,3,10,after
-0.263656518,29.63811101,2329.560701,96.43244389,FF,R,-1.05,53.11,5.65,-4.69,9.47,7.385,R,0-0,called_strike,-2-:0,28,3,10,after
-11.91451049,21.86463495,2329.81488,96.31779119,FF,R,-1.04,53.39,5.77,-4.7,10.39,7.11,R,0-1,ball,-2-:0,28,3,10,after
15.55361993,14.73635799,2477.797077,92.27840588,SL,R,-1.02,53.71,5.82,0.31,4.95,6.792,R,0-0,ball,-2-:2,28,3,10,after
22.6439135,14.16210995,2488.039015,91.71756637,SL,R,-0.98,53.67,5.72,0.98,4.55,6.83,R,Jan-00,ball,-2-:2,28,3,10,after
11.96479538,15.0483441,2426.177115,96.36931507,FF,R,-0.89,53.63,5.76,-5.26,10.23,6.873,R,Feb-00,ball,-2-:2,28,3,10,after
13.96721129,30.02205487,2345.466293,92.74801137,SL,R,-0.92,53.74,5.8,-0.45,4.72,6.763,R,1-Mar,ball,-2-:2,28,3,10,after
5.748550544,40.8486637,2428.152491,90.85854728,SL,L,-1.08,53.78,5.75,0.13,3.65,6.718,R,0-0,ball,-2-:0,28,3,10,after
2.543914493,50.24548196,2316.392207,96.91169764,FF,L,-1.05,53.44,5.82,-6.16,9.47,7.061,R,1-Jan,ball,-2-:0,28,3,10,after
15.49173295,23.23259441,2303.30331,92.67620601,SL,R,-1.05,53.73,5.72,-0.18,3.35,6.768,R,0-1,ball,-2-:1,28,3,10,after
